"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
4;"B0899";"B 08.99";"Other mining and quarrying n.e.c.";""
2;"B09";"B 09";"Mining support service activities";""
3;"B091";"B 09.1";"Support activities for petroleum and natural gas extraction";""
4;"B0910";"B 09.10";"Support activities for petroleum and natural gas extraction";""
3;"B099";"B 09.9";"Support activities for other mining and quarrying";""
4;"B0990";"B 09.90";"Support activities for other mining and quarrying";""
1;"C";"C";"MANUFACTURING";""
2;"C10";"C 10";"Manufacture of food products";""
3;"C101";"C 10.1";"Processing and preserving of meat and production of meat products";""
4;"C1011";"C 10.11";"Processing and preserving of meat, except of poultry meat";""
4;"C1012";"C 10.12";"Processing and preserving of poultry meat";""
4;"C1013";"C 10.13";"Production of meat and poultry meat products";""
3;"C102";"C 10.2";"Processing and preserving of fish, crustaceans and molluscs";""
4;"C1020";"C 10.20";"Processing and preserving of fish, crustaceans and molluscs";""
3;"C103";"C 10.3";"Processing and preserving of fruit and vegetables";""
4;"C1031";"C 10.31";"Processing and preserving of potatoes";""
4;"C1032";"C 10.32";"Manufacture of fruit and vegetable juice";""
4;"C1039";"C 10.39";"Other processing and preserving of fruit and vegetables";""
3;"C104";"C 10.4";"Manufacture of vegetable and animal oils and fats";""
4;"C1041";"C 10.41";"Manufacture of oils and fats";""
4;"C1042";"C 10.42";"Manufacture of margarine and similar edible fats";""
3;"C105";"C 10.5";"Manufacture of dairy products and edible ice";""
4;"C1051";"C 10.51";"Manufacture of dairy products";""
4;"C1052";"C 10.52";"Manufacture of ice cream and other edible ice";""
3;"C106";"C 10.6";"Manufacture of grain mill products, starches and starch products";""
4;"C1061";"C 10.61";"Manufacture of grain mill products";""
4;"C1062";"C 10.62";"Manufacture of starches and starch products";""
3;"C107";"C 10.7";"Manufacture of bakery and farinaceous products";""
4;"C1071";"C 10.71";"Manufacture of bread; manufacture of fresh pastry goods and cakes";""
4;"C1072";"C 10.72";"Manufacture of rusks, biscuits, preserved pastries and cakes";""
4;"C1073";"C 10.73";"Manufacture of farinaceous products";""
3;"C108";"C 10.8";"Manufacture of other food products";""
4;"C1081";"C 10.81";"Manufacture of sugar";""
4;"C1082";"C 10.82";"Manufacture of cocoa, chocolate and sugar confectionery";""
4;"C1083";"C 10.83";"Processing of tea and coffee";""
4;"C1084";"C 10.84";"Manufacture of condiments and seasonings";""
4;"C1085";"C 10.85";"Manufacture of prepared meals and dishes";""
4;"C1086";"C 10.86";"Manufacture of homogenised food preparations and dietetic food";""
4;"C1089";"C 10.89";"Manufacture of other food products n.e.c.";""
3;"C109";"C 10.9";"Manufacture of prepared animal feeds";""
4;"C1091";"C 10.91";"Manufacture of prepared feeds for farm animals";""
4;"C1092";"C 10.92";"Manufacture of prepared pet foods";""
2;"C11";"C 11";"Manufacture of beverages";""
3;"C110";"C 11.0";"Manufacture of beverages";""
4;"C1101";"C 11.01";"Distilling, rectifying and blending of spirits";""
4;"C1102";"C 11.02";"Manufacture of wine from grape";""
4;"C1103";"C 11.03";"Manufacture of cider and other fermented fruit beverages";""
4;"C1104";"C 11.04";"Manufacture of other non-distilled fermented beverages";""
4;"C1105";"C 11.05";"Manufacture of beer";""
4;"C1106";"C 11.06";"Manufacture of malt";""
4;"C1107";"C 11.07";"Manufacture of soft drinks and bottled waters";""
2;"C12";"C 12";"Manufacture of tobacco products";""
3;"C120";"C 12.0";"Manufacture of tobacco products";""
4;"C1200";"C 12.00";"Manufacture of tobacco products";""
2;"C13";"C 13";"Manufacture of textiles";""
3;"C131";"C 13.1";"Preparation and spinning of textile fibres";""
4;"C1310";"C 13.10";"Preparation and spinning of textile fibres";""
3;"C132";"C 13.2";"Weaving of textiles";""
4;"C1320";"C 13.20";"Weaving of textiles";""
3;"C133";"C 13.3";"Finishing of textiles";""
4;"C1330";"C 13.30";"Finishing of textiles";""
3;"C139";"C 13.9";"Manufacture of other textiles";""
4;"C1391";"C 13.91";"Manufacture of knitted and crocheted fabrics";""
4;"C1392";"C 13.92";"Manufacture of household textiles and made-up furnishing articles";""
4;"C1393";"C 13.93";"Manufacture of carpets and rugs";""
4;"C1394";"C 13.94";"Manufacture of cordage, rope, twine and netting";""
4;"C1395";"C 13.95";"Manufacture of non-wovens and non-woven articles";""
4;"C1396";"C 13.96";"Manufacture of other technical and industrial textiles";""
4;"C1399";"C 13.99";"Manufacture of other textiles n.e.c.";""
2;"C14";"C 14";"Manufacture of wearing apparel";""
3;"C141";"C 14.1";"Manufacture of knitted and crocheted apparel";""
4;"C1410";"C 14.10";"Manufacture of knitted and crocheted apparel";""
3;"C142";"C 14.2";"Manufacture of other wearing apparel and accessories";""
4;"C1421";"C 14.21";"Manufacture of outerwear";""
4;"C1422";"C 14.22";"Manufacture of underwear";""
4;"C1423";"C 14.23";"Manufacture of workwear";""
4;"C1424";"C 14.24";"Manufacture of leather clothes and fur apparel";""
4;"C1429";"C 14.29";"Manufacture of other wearing apparel and accessories n.e.c.";""
2;"C15";"C 15";"Manufacture of leather and related products of other materials";""
3;"C151";"C 15.1";"Tanning, dyeing, dressing of leather and fur; manufacture of luggage, handbags, saddlery and harness";""
4;"C1511";"C 15.11";"Tanning, dressing, dyeing of leather and fur";""
4;"C1512";"C 15.12";"Manufacture of luggage, handbags, saddlery and harness of any material";""
3;"C152";"C 15.2";"Manufacture of footwear";""
4;"C1520";"C 15.20";"Manufacture of footwear";""
2;"C16";"C 16";"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";""
3;"C161";"C 16.1";"Sawmilling and planing of wood; processing and finishing of wood";""
4;"C1611";"C 16.11";"Sawmilling and planing of wood";""
4;"C1612";"C 16.12";"Processing and finishing of wood";""
3;"C162";"C 16.2";"Manufacture of products of wood, cork, straw and plaiting materials";""
4;"C1621";"C 16.21";"Manufacture of veneer sheets and wood-based panels";""
4;"C1622";"C 16.22";"Manufacture of assembled parquet floors";""
4;"C1623";"C 16.23";"Manufacture of other builders’ carpentry and joinery";""
4;"C1624";"C 16.24";"Manufacture of wooden containers";""
4;"C1625";"C 16.25";"Manufacture of doors and windows of wood";""
4;"C1626";"C 16.26";"Manufacture of solid fuels from vegetable biomass";""
4;"C1627";"C 16.27";"Finishing of wooden products";""
4;"C1628";"C 16.28";"Manufacture of other products of wood and articles of cork, straw and plaiting materials";""
2;"C17";"C 17";"Manufacture of paper and paper products";""
3;"C171";"C 17.1";"Manufacture of pulp, paper and paperboard";""
4;"C1711";"C 17.11";"Manufacture of pulp";""
4;"C1712";"C 17.12";"Manufacture of paper and paperboard";""
3;"C172";"C 17.2";"Manufacture of articles of paper and paperboard";""
4;"C1721";"C 17.21";"Manufacture of corrugated paper, paperboard and containers of paper and paperboard";""
4;"C1722";"C 17.22";"Manufacture of household and sanitary goods and of toilet requisites";""
4;"C1723";"C 17.23";"Manufacture of paper stationery";""
4;"C1724";"C 17.24";"Manufacture of wallpaper";""
4;"C1725";"C 17.25";"Manufacture of other articles of paper and paperboard";""
2;"C18";"C 18";"Printing and reproduction of recorded media";""
3;"C181";"C 18.1";"Printing and service activities related to printing";""
4;"C1811";"C 18.11";"Printing of newspapers";""
4;"C1812";"C 18.12";"Other printing";""
4;"C1813";"C 18.13";"Pre-press and pre-media services";""
4;"C1814";"C 18.14";"Binding and related services";""
3;"C182";"C 18.2";"Reproduction of recorded media";""
4;"C1820";"C 18.20";"Reproduction of recorded media";""
2;"C19";"C 19";"Manufacture of coke and refined petroleum products";""
3;"C191";"C 19.1";"Manufacture of coke oven products";""
4;"C1910";"C 19.10";"Manufacture of coke oven products";""
3;"C192";"C 19.2";"Manufacture of refined petroleum products and fossil fuel products";""
4;"C1920";"C 19.20";"Manufacture of refined petroleum products and fossil fuel products";""
2;"C20";"C 20";"Manufacture of chemicals and chemical products";""
3;"C201";"C 20.1";"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms";""
4;"C2011";"C 20.11";"Manufacture of industrial gases";""
4;"C2012";"C 20.12";"Manufacture of dyes and pigments";""
4;"C2013";"C 20.13";"Manufacture of other inorganic basic chemicals";""
4;"C2014";"C 20.14";"Manufacture of other organic basic chemicals";""
4;"C2015";"C 20.15";"Manufacture of fertilisers and nitrogen compounds";""
4;"C2016";"C 20.16";"Manufacture of plastics in primary forms";""
4;"C2017";"C 20.17";"Manufacture of synthetic rubber in primary forms";""
3;"C202";"C 20.2";"Manufacture of pesticides, disinfectants and other agrochemical products";""
4;"C2020";"C 20.20";"Manufacture of pesticides, disinfectants and other agrochemical products";""
3;"C203";"C 20.3";"Manufacture of paints, varnishes and similar coatings, printing ink and mastics";""
4;"C2030";"C 20.30";"Manufacture of paints, varnishes and similar coatings, printing ink and mastics";""
3;"C204";"C 20.4";"Manufacture of washing, cleaning and polishing preparations";""
4;"C2041";"C 20.41";"Manufacture of soap and detergents, cleaning and polishing preparations";""
4;"C2042";"C 20.42";"Manufacture of perfume and toilet preparations";""
3;"C205";"C 20.5";"Manufacture of other chemical products";""
4;"C2051";"C 20.51";"Manufacture of liquid biofuels";""
4;"C2059";"C 20.59";"Manufacture of other chemical products n.e.c.";""
3;"C206";"C 20.6";"Manufacture of man-made fibres";""
4;"C2060";"C 20.60";"Manufacture of man-made fibres";""
2;"C21";"C 21";"Manufacture of basic pharmaceutical products and pharmaceutical preparations";""
3;"C211";"C 21.1";"Manufacture of basic pharmaceutical products";""
4;"C2110";"C 21.10";"Manufacture of basic pharmaceutical products";""
3;"C212";"C 21.2";"Manufacture of pharmaceutical preparations";""
4;"C2120";"C 21.20";"Manufacture of pharmaceutical preparations";""
2;"C22";"C 22";"Manufacture of rubber and plastic products";""
3;"C221";"C 22.1";"Manufacture of rubber products";""
4;"C2211";"C 22.11";"Manufacture, retreading and rebuilding of rubber tyres and manufacture of tubes";""
4;"C2212";"C 22.12";"Manufacture of other rubber products";""
3;"C222";"C 22.2";"Manufacture of plastic products";""
4;"C2221";"C 22.21";"Manufacture of plastic plates, sheets, tubes and profiles";""
4;"C2222";"C 22.22";"Manufacture of plastic packing goods";""
4;"C2223";"C 22.23";"Manufacture of doors and windows of plastic";""
4;"C2224";"C 22.24";"Manufacture of builders’ ware of plastic";""
4;"C2225";"C 22.25";"Processing and finishing of plastic products";""
4;"C2226";"C 22.26";"Manufacture of other plastic products";""
2;"C23";"C 23";"Manufacture of other non-metallic mineral products";""
3;"C231";"C 23.1";"Manufacture of glass and glass products";""
4;"C2311";"C 23.11";"Manufacture of flat glass";""
4;"C2312";"C 23.12";"Shaping and processing of flat glass";""
4;"C2313";"C 23.13";"Manufacture of hollow glass";""
4;"C2314";"C 23.14";"Manufacture of glass fibres";""
4;"C2315";"C 23.15";"Manufacture and processing of other glass, including technical glassware";""
3;"C232";"C 23.2";"Manufacture of refractory products";""
4;"C2320";"C 23.20";"Manufacture of refractory products";""
3;"C233";"C 23.3";"Manufacture of clay building materials";""
4;"C2331";"C 23.31";"Manufacture of ceramic tiles and flags";""
4;"C2332";"C 23.32";"Manufacture of bricks, tiles and construction products, in baked clay";""
3;"C234";"C 23.4";"Manufacture of other porcelain and ceramic products";""
4;"C2341";"C 23.41";"Manufacture of ceramic household and ornamental articles";""
4;"C2342";"C 23.42";"Manufacture of ceramic sanitary fixtures";""
4;"C2343";"C 23.43";"Manufacture of ceramic insulators and insulating fittings";""
4;"C2344";"C 23.44";"Manufacture of other technical ceramic products";""
4;"C2345";"C 23.45";"Manufacture of other ceramic products";""
3;"C235";"C 23.5";"Manufacture of cement, lime and plaster";""
4;"C2351";"C 23.51";"Manufacture of cement";""
4;"C2352";"C 23.52";"Manufacture of lime and plaster";""
3;"C236";"C 23.6";"Manufacture of articles of concrete, cement and plaster";""
4;"C2361";"C 23.61";"Manufacture of concrete products for construction purposes";""
4;"C2362";"C 23.62";"Manufacture of plaster products for construction purposes";""
4;"C2363";"C 23.63";"Manufacture of ready-mixed concrete";""
4;"C2364";"C 23.64";"Manufacture of mortars";""
4;"C2365";"C 23.65";"Manufacture of fibre cement";""
4;"C2366";"C 23.66";"Manufacture of other articles of concrete, cement and plaster";""
3;"C237";"C 23.7";"Cutting, shaping and finishing of stone";""
4;"C2370";"C 23.70";"Cutting, shaping and finishing of stone";""
3;"C239";"C 23.9";"Manufacture of abrasive products and non-metallic mineral products n.e.c.";""
4;"C2391";"C 23.91";"Manufacture of abrasive products";""
4;"C2399";"C 23.99";"Manufacture of other non-metallic mineral products n.e.c.";""
2;"C24";"C 24";"Manufacture of basic metals";""
3;"C241";"C 24.1";"Manufacture of basic iron and steel and of ferro-alloys";""
4;"C2410";"C 24.10";"Manufacture of basic iron and steel and of ferro-alloys";""
3;"C242";"C 24.2";"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel";""
4;"C2420";"C 24.20";"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel";""
3;"C243";"C 24.3";"Manufacture of other products of first processing of steel";""
4;"C2431";"C 24.31";"Cold drawing of bars";""
4;"C2432";"C 24.32";"Cold rolling of narrow strip";""
4;"C2433";"C 24.33";"Cold forming or folding";""
4;"C2434";"C 24.34";"Cold drawing of wire";""
3;"C244";"C 24.4";"Manufacture of basic precious and other non-ferrous metals";""
4;"C2441";"C 24.41";"Precious metals production";""
4;"C2442";"C 24.42";"Aluminium production";""
4;"C2443";"C 24.43";"Lead, zinc and tin production";""
4;"C2444";"C 24.44";"Copper production";""
4;"C2445";"C 24.45";"Other non-ferrous metal production";""
4;"C2446";"C 24.46";"Processing of nuclear fuel";""
3;"C245";"C 24.5";"Casting of metals";""
4;"C2451";"C 24.51";"Casting of iron";""
4;"C2452";"C 24.52";"Casting of steel";""
4;"C2453";"C 24.53";"Casting of light metals";""
4;"C2454";"C 24.54";"Casting of other non-ferrous metals";""
2;"C25";"C 25";"Manufacture of fabricated metal products, except machinery and equipment";""
3;"C251";"C 25.1";"Manufacture of structural metal products";""
4;"C2511";"C 25.11";"Manufacture of metal structures and parts of structures";""
4;"C2512";"C 25.12";"Manufacture of doors and windows of metal";""
3;"C252";"C 25.2";"Manufacture of tanks, reservoirs and containers of metal";""
4;"C2521";"C 25.21";"Manufacture of central heating radiators, steam generators and boilers";""
4;"C2522";"C 25.22";"Manufacture of other tanks, reservoirs and containers of metal";""
3;"C253";"C 25.3";"Manufacture of weapons and ammunition";""
4;"C2530";"C 25.30";"Manufacture of weapons and ammunition";""
3;"C254";"C 25.4";"Forging and shaping metal and powder metallurgy";""
4;"C2540";"C 25.40";"Forging and shaping metal and powder metallurgy";""
3;"C255";"C 25.5";"Treatment and coating of metals; machining";""
4;"C2551";"C 25.51";"Coating of metals";""
4;"C2552";"C 25.52";"Heat treatment of metals";""
4;"C2553";"C 25.53";"Machining of metals";""
3;"C256";"C 25.6";"Manufacture of cutlery, tools and general hardware";""
4;"C2561";"C 25.61";"Manufacture of cutlery";""
4;"C2562";"C 25.62";"Manufacture of locks and hinges";""
4;"C2563";"C 25.63";"Manufacture of tools";""
3;"C259";"C 25.9";"Manufacture of other fabricated metal products";""
4;"C2591";"C 25.91";"Manufacture of steel drums and similar containers";""
4;"C2592";"C 25.92";"Manufacture of light metal packaging";""
4;"C2593";"C 25.93";"Manufacture of wire products, chain and springs";""
4;"C2594";"C 25.94";"Manufacture of fasteners and screw machine products";""
4;"C2599";"C 25.99";"Manufacture of other fabricated metal products n.e.c.";""
2;"C26";"C 26";"Manufacture of computer, electronic and optical products";""
3;"C261";"C 26.1";"Manufacture of electronic components and boards";""
4;"C2611";"C 26.11";"Manufacture of electronic components";""
4;"C2612";"C 26.12";"Manufacture of loaded electronic boards";""
3;"C262";"C 26.2";"Manufacture of computers and peripheral equipment";""
4;"C2620";"C 26.20";"Manufacture of computers and peripheral equipment";""
3;"C263";"C 26.3";"Manufacture of communication equipment";""
4;"C2630";"C 26.30";"Manufacture of communication equipment";""
3;"C264";"C 26.4";"Manufacture of consumer electronics";""
4;"C2640";"C 26.40";"Manufacture of consumer electronics";""
3;"C265";"C 26.5";"Manufacture of measuring testing instruments, clocks and watches";""
4;"C2651";"C 26.51";"Manufacture of instruments and appliances for measuring, testing and navigation";""
4;"C2652";"C 26.52";"Manufacture of watches and clocks";""
3;"C266";"C 26.6";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";""
4;"C2660";"C 26.60";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";""
3;"C267";"C 26.7";"Manufacture of optical instruments, magnetic and optical media and photographic equipment";""
4;"C2670";"C 26.70";"Manufacture of optical instruments, magnetic and optical media and photographic equipment";""
2;"C27";"C 27";"Manufacture of electrical equipment";""
3;"C271";"C 27.1";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus";""
4;"C2711";"C 27.11";"Manufacture of electric motors, generators and transformers";""
4;"C2712";"C 27.12";"Manufacture of electricity distribution and control apparatus";""
3;"C272";"C 27.2";"Manufacture of batteries and accumulators";""
4;"C2720";"C 27.20";"Manufacture of batteries and accumulators";""
3;"C273";"C 27.3";"Manufacture of wiring and wiring devices";""
4;"C2731";"C 27.31";"Manufacture of fibre optic cables";""
4;"C2732";"C 27.32";"Manufacture of other electronic and electric wires and cables";""
4;"C2733";"C 27.33";"Manufacture of wiring devices";""
3;"C274";"C 27.4";"Manufacture of lighting equipment";""
4;"C2740";"C 27.40";"Manufacture of lighting equipment";""
3;"C275";"C 27.5";"Manufacture of domestic appliances";""
4;"C2751";"C 27.51";"Manufacture of electric domestic appliances";""
4;"C2752";"C 27.52";"Manufacture of non-electric domestic appliances";""
3;"C279";"C 27.9";"Manufacture of other electrical equipment";""
4;"C2790";"C 27.90";"Manufacture of other electrical equipment";""
2;"C28";"C 28";"Manufacture of machinery and equipment n.e.c.";""
3;"C281";"C 28.1";"Manufacture of general-purpose machinery";""
4;"C2811";"C 28.11";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";""
4;"C2812";"C 28.12";"Manufacture of fluid power equipment";""
4;"C2813";"C 28.13";"Manufacture of other pumps and compressors";""
4;"C2814";"C 28.14";"Manufacture of other taps and valves";""
4;"C2815";"C 28.15";"Manufacture of bearings, gears, gearing and driving elements";""
3;"C282";"C 28.2";"Manufacture of other general-purpose machinery";""
4;"C2821";"C 28.21";"Manufacture of ovens, furnaces and permanent household heating equipment";""
4;"C2822";"C 28.22";"Manufacture of lifting and handling equipment";""
4;"C2823";"C 28.23";"Manufacture of office machinery and equipment, except computers and peripheral equipment";""
4;"C2824";"C 28.24";"Manufacture of power-driven hand tools";""
4;"C2825";"C 28.25";"Manufacture of non-domestic air conditioning equipment";""
4;"C2829";"C 28.29";"Manufacture of other general-purpose machinery n.e.c.";""
3;"C283";"C 28.3";"Manufacture of agricultural and forestry machinery";""
4;"C2830";"C 28.30";"Manufacture of agricultural and forestry machinery";""
3;"C284";"C 28.4";"Manufacture of metal forming machinery and machine tools";""
4;"C2841";"C 28.41";"Manufacture of metal forming machinery and machine tools for metal work";""
4;"C2842";"C 28.42";"Manufacture of other machine tools";""
3;"C289";"C 28.9";"Manufacture of other special-purpose machinery";""
4;"C2891";"C 28.91";"Manufacture of machinery for metallurgy";""
4;"C2892";"C 28.92";"Manufacture of machinery for mining, quarrying and construction";""
4;"C2893";"C 28.93";"Manufacture of machinery for food, beverage and tobacco processing";""
4;"C2894";"C 28.94";"Manufacture of machinery for textile, apparel and leather production";""
4;"C2895";"C 28.95";"Manufacture of machinery for paper and paperboard production";""
4;"C2896";"C 28.96";"Manufacture of plastics and rubber machinery";""
4;"C2897";"C 28.97";"Manufacture of additive manufacturing machinery";""
4;"C2899";"C 28.99";"Manufacture of other special-purpose machinery n.e.c.";""
2;"C29";"C 29";"Manufacture of motor vehicles, trailers and semi-trailers";""
3;"C291";"C 29.1";"Manufacture of motor vehicles";""
4;"C2910";"C 29.10";"Manufacture of motor vehicles";""
3;"C292";"C 29.2";"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";""
4;"C2920";"C 29.20";"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";""
3;"C293";"C 29.3";"Manufacture of motor vehicle parts and accessories";""
4;"C2931";"C 29.31";"Manufacture of electrical and electronic equipment for motor vehicles";""
4;"C2932";"C 29.32";"Manufacture of other parts and accessories for motor vehicles";""
2;"C30";"C 30";"Manufacture of other transport equipment";""
3;"C301";"C 30.1";"Building of ships and boats";""
4;"C3011";"C 30.11";"Building of civilian ships and floating structures";""
4;"C3012";"C 30.12";"Building of pleasure and sporting boats";""
4;"C3013";"C 30.13";"Building of military ships and vessels";""
3;"C302";"C 30.2";"Manufacture of railway locomotives and rolling stock";""
4;"C3020";"C 30.20";"Manufacture of railway locomotives and rolling stock";""
3;"C303";"C 30.3";"Manufacture of air and spacecraft and related machinery";""
4;"C3031";"C 30.31";"Manufacture of civilian air and spacecraft and related machinery";""
4;"C3032";"C 30.32";"Manufacture of military air and spacecraft and related machinery";""
3;"C304";"C 30.4";"Manufacture of military fighting vehicles";""
4;"C3040";"C 30.40";"Manufacture of military fighting vehicles";""
3;"C309";"C 30.9";"Manufacture of transport equipment n.e.c.";""
4;"C3091";"C 30.91";"Manufacture of motorcycles";""
4;"C3092";"C 30.92";"Manufacture of bicycles and invalid carriages";""
4;"C3099";"C 30.99";"Manufacture of other transport equipment n.e.c.";""
2;"C31";"C 31";"Manufacture of furniture";""
3;"C310";"C 31.0";"Manufacture of furniture";""
4;"C3100";"C 31.00";"Manufacture of furniture";""
2;"C32";"C 32";"Other manufacturing";""
3;"C321";"C 32.1";"Manufacture of jewellery, bijouterie and related articles";""
4;"C3211";"C 32.11";"Striking of coins";""
4;"C3212";"C 32.12";"Manufacture of jewellery and related articles";""
4;"C3213";"C 32.13";"Manufacture of imitation jewellery and related articles";""
3;"C322";"C 32.2";"Manufacture of musical instruments";""
4;"C3220";"C 32.20";"Manufacture of musical instruments";""
3;"C323";"C 32.3";"Manufacture of sports goods";""
4;"C3230";"C 32.30";"Manufacture of sports goods";""
3;"C324";"C 32.4";"Manufacture of games and toys";""
4;"C3240";"C 32.40";"Manufacture of games and toys";""
3;"C325";"C 32.5";"Manufacture of medical and dental instruments and supplies";""
4;"C3250";"C 32.50";"Manufacture of medical and dental instruments and supplies";""
3;"C329";"C 32.9";"Manufacturing n.e.c.";""
4;"C3291";"C 32.91";"Manufacture of brooms and brushes";""
4;"C3299";"C 32.99";"Other manufacturing n.e.c.";""
2;"C33";"C 33";"Repair, maintenance and installation of machinery and equipment";""
3;"C331";"C 33.1";"Repair and maintenance of fabricated metal products, machinery and equipment";""
4;"C3311";"C 33.11";"Repair and maintenance of fabricated metal products";""
4;"C3312";"C 33.12";"Repair and maintenance of machinery";""
4;"C3313";"C 33.13";"Repair and maintenance of electronic and optical equipment";""
4;"C3314";"C 33.14";"Repair and maintenance of electrical equipment";""
4;"C3315";"C 33.15";"Repair and maintenance of civilian ships and boats";""
4;"C3316";"C 33.16";"Repair and maintenance of civilian air and spacecraft";""
4;"C3317";"C 33.17";"Repair and maintenance of other civilian transport equipment";""
4;"C3318";"C 33.18";"Repair and maintenance of military fighting vehicles, ships, boats, air and spacecraft";""
4;"C3319";"C 33.19";"Repair and maintenance of other equipment";""
3;"C332";"C 33.2";"Installation of industrial machinery and equipment";""
4;"C3320";"C 33.20";"Installation of industrial machinery and equipment";""
1;"D";"D";"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY";""
2;"D35";"D 35";"Electricity, gas, steam and air conditioning supply";""
3;"D351";"D 35.1";"Electric power generation, transmission and distribution";""
4;"D3511";"D 35.11";"Production of electricity from non-renewable sources";""
4;"D3512";"D 35.12";"Production of electricity from renewable sources";""
4;"D3513";"D 35.13";"Transmission of electricity";""
4;"D3514";"D 35.14";"Distribution of electricity";""
4;"D3515";"D 35.15";"Trade of electricity";""
4;"D3516";"D 35.16";"Storage of electricity";""
3;"D352";"D 35.2";"Manufacture of gas, and distribution of gaseous fuels through mains";""
4;"D3521";"D 35.21";"Manufacture of gas";""
4;"D3522";"D 35.22";"Distribution of gaseous fuels through mains";""
4;"D3523";"D 35.23";"Trade of gas through mains";""
4;"D3524";"D 35.24";"Storage of gas as part of network supply services";""
3;"D353";"D 35.3";"Steam and air conditioning supply";""
4;"D3530";"D 35.30";"Steam and air conditioning supply";""
3;"D354";"D 35.4";"Activities of brokers and agents for electric power and natural gas";""
4;"D3540";"D 35.40";"Activities of brokers and agents for electric power and natural gas";""
1;"E";"E";"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES";""
2;"E36";"E 36";"Water collection, treatment and supply";""
3;"E360";"E 36.0";"Water collection, treatment and supply";""
4;"E3600";"E 36.00";"Water collection, treatment and supply";""
2;"E37";"E 37";"Sewerage";""
3;"E370";"E 37.0";"Sewerage";""
4;"E3700";"E 37.00";"Sewerage";""
2;"E38";"E 38";"Waste collection, recovery and disposal activities";""
3;"E381";"E 38.1";"Waste collection";""
4;"E3811";"E 38.11";"Collection of non-hazardous waste";""
4;"E3812";"E 38.12";"Collection of hazardous waste";""
3;"E382";"E 38.2";"Waste recovery";""
4;"E3821";"E 38.21";"Materials recovery";""
4;"E3822";"E 38.22";"Energy recovery";""
4;"E3823";"E 38.23";"Other waste recovery";""
3;"E383";"E 38.3";"Waste disposal without recovery";""
4;"E3831";"E 38.31";"Incineration without energy recovery";""
4;"E3832";"E 38.32";"Landfilling or permanent storage";""
4;"E3833";"E 38.33";"Other waste disposal";""
2;"E39";"E 39";"Remediation activities and other waste management service activities";""
3;"E390";"E 39.0";"Remediation activities and other waste management service activities";""
4;"E3900";"E 39.00";"Remediation activities and other waste management service activities";""
1;"F";"F";"CONSTRUCTION";""
2;"F41";"F 41";"Construction of residential and non-residential buildings";""
3;"F410";"F 41.0";"Construction of residential and non-residential buildings";""
4;"F4100";"F 41.00";"Construction of residential and non-residential buildings";""
2;"F42";"F 42";"Civil engineering";""
3;"F421";"F 42.1";"Construction of roads and railways";""
4;"F4211";"F 42.11";"Construction of roads and motorways";""
4;"F4212";"F 42.12";"Construction of railways and underground railways";""
4;"F4213";"F 42.13";"Construction of bridges and tunnels";""
3;"F422";"F 42.2";"Construction of utility projects";""
4;"F4221";"F 42.21";"Construction of utility projects for fluids";""
4;"F4222";"F 42.22";"Construction of utility projects for electricity and telecommunications";""
3;"F429";"F 42.9";"Construction of other civil engineering projects";""
4;"F4291";"F 42.91";"Construction of water projects";""
4;"F4299";"F 42.99";"Construction of other civil engineering projects n.e.c.";""
2;"F43";"F 43";"Specialised construction activities";""
3;"F431";"F 43.1";"Demolition and site preparation";""
4;"F4311";"F 43.11";"Demolition";""
4;"F4312";"F 43.12";"Site preparation";""
4;"F4313";"F 43.13";"Test drilling and boring";""
3;"F432";"F 43.2";"Electrical, plumbing and other construction installation activities";""
4;"F4321";"F 43.21";"Electrical installation";""
4;"F4322";"F 43.22";"Plumbing, heat and air-conditioning installation";""
4;"F4323";"F 43.23";"Installation of insulation";""
4;"F4324";"F 43.24";"Other construction installation";""
3;"F433";"F 43.3";"Building completion and finishing";""
4;"F4331";"F 43.31";"Plastering";""
4;"F4332";"F 43.32";"Joinery installation";""
4;"F4333";"F 43.33";"Floor and wall covering";""
4;"F4334";"F 43.34";"Painting and glazing";""
4;"F4335";"F 43.35";"Other building completion and finishing";""
3;"F434";"F 43.4";"Specialised construction activities in construction of buildings";""
4;"F4341";"F 43.41";"Roofing activities";""
4;"F4342";"F 43.42";"Other specialised construction activities in construction of buildings";""
3;"F435";"F 43.5";"Specialised construction activities in civil engineering";""
4;"F4350";"F 43.50";"Specialised construction activities in civil engineering";""
3;"F436";"F 43.6";"Intermediation service activities for specialised construction services";""
4;"F4360";"F 43.60";"Intermediation service activities for specialised construction services";""
3;"F439";"F 43.9";"Other specialised construction activities";""
