"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
5;"N81299";"N 81.29-9";"Sonstige Reinigung a.n.g.";"Sonst. Reinigung a.n.g."
3;"N813";"N 81.3";"Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen";"Garten- und Landschaftsbau"
4;"N8130";"N 81.30";"Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen";"Garten- und Landschaftsbau"
5;"N81300";"N 81.30-0";"Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen";"Garten- und Landschaftsbau"
2;"N82";"N 82";"Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.";"Wirtschaftliche Dienstleistungen a.n.g."
3;"N821";"N 82.1";"Sekretariats- und Schreibdienste, Copy-Shops";"Sekretariatsdienste und Copy-Shops"
4;"N8211";"N 82.11";"Allgemeine Sekretariats- und Schreibdienste";"Sekretariatsdienste"
5;"N82110";"N 82.11-0";"Allgemeine Sekretariats- und Schreibdienste";"Sekretariatsdienste"
4;"N8219";"N 82.19";"Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste";"Copy-Shops"
5;"N82190";"N 82.19-0";"Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste";"Copy-Shops"
3;"N822";"N 82.2";"Call Centers";"Call Centers"
4;"N8220";"N 82.20";"Call Centers";"Call Centers"
5;"N82200";"N 82.20-0";"Call Centers";"Call Centers"
3;"N823";"N 82.3";"Messe-, Ausstellungs- und Kongressveranstalter";"Messe- und Kongressveranstalter"
4;"N8230";"N 82.30";"Messe-, Ausstellungs- und Kongressveranstalter";"Messe- und Kongressveranstalter"
5;"N82300";"N 82.30-0";"Messe-, Ausstellungs- und Kongressveranstalter";"Messe- und Kongressveranstalter"
3;"N829";"N 82.9";"Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen";"Wirtschaftliche Dienstleistungen a.n.g."
4;"N8291";"N 82.91";"Inkassobüros und Auskunfteien";"Inkassobüros und Auskunfteien"
5;"N82910";"N 82.91-0";"Inkassobüros und Auskunfteien";"Inkassobüros und Auskunfteien"
4;"N8292";"N 82.92";"Abfüllen und Verpacken";"Abfüllen und Verpacken"
5;"N82920";"N 82.92-0";"Abfüllen und Verpacken";"Abfüllen und Verpacken"
4;"N8299";"N 82.99";"Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.";"Wirtschaftliche Dienstleistungen a.n.g."
5;"N82990";"N 82.99-0";"Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.";"Wirtschaftliche Dienstleistungen a.n.g."
1;"O";"O";"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG";"Öffentliche Verwaltung"
2;"O84";"O 84";"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";"Öffentliche Verwaltung"
3;"O841";"O 84.1";"Öffentliche Verwaltung";"Öffentliche Verwaltung"
4;"O8411";"O 84.11";"Allgemeine öffentliche Verwaltung";"Allgemeine öffentliche Verwaltung"
5;"O84110";"O 84.11-0";"Allgemeine öffentliche Verwaltung";"Allgemeine öffentliche Verwaltung"
4;"O8412";"O 84.12";"Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen";"Öffentliche Verwaltung: Gesundh./Bildung"
5;"O84120";"O 84.12-0";"Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen";"Öffentliche Verwaltung: Gesundh./Bildung"
4;"O8413";"O 84.13";"Wirtschaftsförderung, -ordnung und -aufsicht";"Wirtschaftsförderung und -ordnung"
5;"O84130";"O 84.13-0";"Wirtschaftsförderung, -ordnung und -aufsicht";"Wirtschaftsförderung und -ordnung"
3;"O842";"O 84.2";"Auswärtige Angelegenheiten, Verteidigung, Justiz, öffentliche Sicherheit und Ordnung";"Auswärtige Angelegenheiten/Justiz"
4;"O8421";"O 84.21";"Auswärtige Angelegenheiten";"Auswärtige Angelegenheiten"
5;"O84210";"O 84.21-0";"Auswärtige Angelegenheiten";"Auswärtige Angelegenheiten"
4;"O8422";"O 84.22";"Verteidigung";"Verteidigung"
5;"O84220";"O 84.22-0";"Verteidigung";"Verteidigung"
4;"O8423";"O 84.23";"Justiz";"Justiz"
5;"O84230";"O 84.23-0";"Justiz";"Justiz"
4;"O8424";"O 84.24";"Öffentliche Sicherheit und Ordnung";"Öffentliche Sicherheit und Ordnung"
5;"O84240";"O 84.24-0";"Öffentliche Sicherheit und Ordnung";"Öffentliche Sicherheit und Ordnung"
4;"O8425";"O 84.25";"Feuerwehren";"Feuerwehren"
5;"O84250";"O 84.25-0";"Feuerwehren";"Feuerwehren"
3;"O843";"O 84.3";"Sozialversicherung";"Sozialversicherung"
4;"O8430";"O 84.30";"Sozialversicherung";"Sozialversicherung"
5;"O84300";"O 84.30-0";"Sozialversicherung";"Sozialversicherung"
1;"P";"P";"ERZIEHUNG UND UNTERRICHT";"Erziehung und Unterricht"
2;"P85";"P 85";"Erziehung und Unterricht";"Erziehung und Unterricht"
3;"P851";"P 85.1";"Kindergärten und Vorschulen";"Kindergärten und Vorschulen"
4;"P8510";"P 85.10";"Kindergärten und Vorschulen";"Kindergärten und Vorschulen"
5;"P85100";"P 85.10-0";"Kindergärten und Vorschulen";"Kindergärten und Vorschulen"
3;"P852";"P 85.2";"Volksschulen";"Volksschulen"
4;"P8520";"P 85.20";"Volksschulen";"Volksschulen"
5;"P85200";"P 85.20-0";"Volksschulen";"Volksschulen"
3;"P853";"P 85.3";"Weiterführende Schulen";"Weiterführende Schulen"
4;"P8531";"P 85.31";"Allgemein bildende weiterführende Schulen";"Allgemeinbildende Schulen"
5;"P85311";"P 85.31-1";"Hauptschulen und Polytechnische Lehrgänge";"Hauptschulen und Polytechn. Lehrgänge"
5;"P85312";"P 85.31-2";"Allgemein bildende höhere Schulen";"Allgemeinbildende weiterführende Schulen"
4;"P8532";"P 85.32";"Berufsbildende weiterführende Schulen";"Berufsbildende Schulen"
5;"P85321";"P 85.32-1";"Berufsbildende Pflichtschulen";"Berufsbildende Pflichtschulen"
5;"P85322";"P 85.32-2";"Berufsbildende mittlere Schulen";"Berufsbildende mittlere Schulen"
5;"P85323";"P 85.32-3";"Berufsbildende höhere Schulen";"Berufsbildende höhere Schulen"
3;"P854";"P 85.4";"Tertiärer und post-sekundärer, nicht tertiärer Unterricht";"Tertiärer/post-sekundärer Unterricht"
4;"P8541";"P 85.41";"Post-sekundärer, nicht tertiärer Unterricht";"Post-sekundärer Unterricht"
5;"P85410";"P 85.41-0";"Post-sekundärer, nicht tertiärer Unterricht";"Post-sekundärer Unterricht"
4;"P8542";"P 85.42";"Tertiärer Unterricht";"Tertiärer Unterricht"
5;"P85420";"P 85.42-0";"Tertiärer Unterricht";"Tertiärer Unterricht"
3;"P855";"P 85.5";"Sonstiger Unterricht";"Sonstiger Unterricht"
4;"P8551";"P 85.51";"Sport- und Freizeitunterricht";"Sport- und Freizeitunterricht"
5;"P85510";"P 85.51-0";"Sport- und Freizeitunterricht";"Sport- und Freizeitunterricht"
4;"P8552";"P 85.52";"Kulturunterricht";"Kulturunterricht"
5;"P85521";"P 85.52-1";"Tanzschulen";"Tanzschulen"
5;"P85529";"P 85.52-9";"Sonstiger Kulturunterricht";"Sonst. Kulturunterricht"
4;"P8553";"P 85.53";"Fahr- und Flugschulen";"Fahr- und Flugschulen"
5;"P85530";"P 85.53-0";"Fahr- und Flugschulen";"Fahr- und Flugschulen"
4;"P8559";"P 85.59";"Sonstiger Unterricht a. n. g.";"Sonst. Unterricht a.n.g."
5;"P85590";"P 85.59-0";"Sonstiger Unterricht a. n. g.";"Sonst. Unterricht a.n.g."
3;"P856";"P 85.6";"Erbringung von Dienstleistungen für den Unterricht";"Dienstleistungen für den Unterricht"
4;"P8560";"P 85.60";"Erbringung von Dienstleistungen für den Unterricht";"Dienstleistungen für den Unterricht"
5;"P85600";"P 85.60-0";"Erbringung von Dienstleistungen für den Unterricht";"Dienstleistungen für den Unterricht"
1;"Q";"Q";"GESUNDHEITS- UND SOZIALWESEN";"Gesundheits- und Sozialwesen"
2;"Q86";"Q 86";"Gesundheitswesen";"Gesundheitswesen"
3;"Q861";"Q 86.1";"Krankenhäuser";"Krankenhäuser"
4;"Q8610";"Q 86.10";"Krankenhäuser";"Krankenhäuser"
5;"Q86100";"Q 86.10-0";"Krankenhäuser";"Krankenhäuser"
3;"Q862";"Q 86.2";"Arzt- und Zahnarztpraxen";"Arzt- und Zahnarztpraxen"
4;"Q8621";"Q 86.21";"Arztpraxen für Allgemeinmedizin";"Arztpraxen für Allgemeinmedizin"
5;"Q86210";"Q 86.21-0";"Arztpraxen für Allgemeinmedizin";"Arztpraxen für Allgemeinmedizin"
4;"Q8622";"Q 86.22";"Facharztpraxen";"Facharztpraxen"
5;"Q86220";"Q 86.22-0";"Facharztpraxen";"Facharztpraxen"
4;"Q8623";"Q 86.23";"Zahnarztpraxen";"Zahnarztpraxen"
5;"Q86230";"Q 86.23-0";"Zahnarztpraxen";"Zahnarztpraxen"
3;"Q869";"Q 86.9";"Gesundheitswesen a. n. g.";"Gesundheitswesen a.n.g."
4;"Q8690";"Q 86.90";"Gesundheitswesen a. n. g.";"Gesundheitswesen a.n.g."
5;"Q86901";"Q 86.90-1";"Krankentransporte und Rettungsdienste";"Krankentransporte und Rettungsdienste"
5;"Q86902";"Q 86.90-2";"Hauskrankenpflege";"Hauskrankenpflege"
5;"Q86903";"Q 86.90-3";"Psychotherapeutinnen und -therapeuten, Klinische und Gesundheitspsychologinnen und -psychologen";"Psychotherapie"
5;"Q86909";"Q 86.90-9";"Sonstiges Gesundheitswesen a.n.g.";"Sonst. Gesundheitswesen a.n.g."
2;"Q87";"Q 87";"Heime (ohne Erholungs- und Ferienheime)";"Alten- und Pflegeheime"
3;"Q871";"Q 87.1";"Pflegeheime";"Pflegeheime"
4;"Q8710";"Q 87.10";"Pflegeheime";"Pflegeheime"
5;"Q87100";"Q 87.10-0";"Pflegeheime";"Pflegeheime"
3;"Q872";"Q 87.2";"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.";"Psychosoziale Betreuung, stationär"
4;"Q8720";"Q 87.20";"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.";"Psychosoziale Betreuung, stationär"
5;"Q87200";"Q 87.20-0";"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.";"Psychosoziale Betreuung, stationär"
3;"Q873";"Q 87.3";"Altenheime; Alten- und Behindertenwohnheime";"Altenheime"
4;"Q8730";"Q 87.30";"Altenheime; Alten- und Behindertenwohnheime";"Altenheime"
5;"Q87300";"Q 87.30-0";"Altenheime; Alten- und Behindertenwohnheime";"Altenheime"
3;"Q879";"Q 87.9";"Sonstige Heime (ohne Erholungs- und Ferienheime)";"Sonst. Heime (ohne Ferienheime)"
4;"Q8790";"Q 87.90";"Sonstige Heime (ohne Erholungs- und Ferienheime)";"Sonst. Heime (ohne Ferienheime)"
5;"Q87900";"Q 87.90-0";"Sonstige Heime (ohne Erholungs- und Ferienheime)";"Sonst. Heime (ohne Ferienheime)"
2;"Q88";"Q 88";"Sozialwesen (ohne Heime)";"Sozialwesen"
3;"Q881";"Q 88.1";"Soziale Betreuung älterer Menschen und Behinderter";"Betreuung älterer Menschen"
4;"Q8810";"Q 88.10";"Soziale Betreuung älterer Menschen und Behinderter";"Betreuung älterer Menschen"
5;"Q88100";"Q 88.10-0";"Soziale Betreuung älterer Menschen und Behinderter";"Betreuung älterer Menschen"
3;"Q889";"Q 88.9";"Sonstiges Sozialwesen (ohne Heime)";"Sonst. Sozialwesen"
4;"Q8891";"Q 88.91";"Tagesbetreuung von Kindern";"Tagesbetreuung v. Kindern"
5;"Q88910";"Q 88.91-0";"Tagesbetreuung von Kindern";"Tagesbetreuung v. Kindern"
4;"Q8899";"Q 88.99";"Sonstiges Sozialwesen a. n. g.";"Sonst. Sozialwesen a.n.g."
5;"Q88990";"Q 88.99-0";"Sonstiges Sozialwesen a. n. g.";"Sonst. Sozialwesen a.n.g."
1;"R";"R";"KUNST, UNTERHALTUNG UND ERHOLUNG";"Kunst, Unterhaltung und Erholung"
2;"R90";"R 90";"Kreative, künstlerische und unterhaltende Tätigkeiten";"Künstlerische Tätigkeiten"
3;"R900";"R 90.0";"Kreative, künstlerische und unterhaltende Tätigkeiten";"Künstlerische Tätigkeiten"
4;"R9001";"R 90.01";"Darstellende Kunst";"Darstellende Kunst"
5;"R90010";"R 90.01-0";"Darstellende Kunst";"Darstellende Kunst"
4;"R9002";"R 90.02";"Erbringung von Dienstleistungen für die darstellende Kunst";"Dienstleist. für die darstellende Kunst"
5;"R90020";"R 90.02-0";"Erbringung von Dienstleistungen für die darstellende Kunst";"Dienstleist. für die darstellende Kunst"
4;"R9003";"R 90.03";"Künstlerisches und schriftstellerisches Schaffen";"Künstlerisches Schaffen"
5;"R90030";"R 90.03-0";"Künstlerisches und schriftstellerisches Schaffen";"Künstlerisches Schaffen"
4;"R9004";"R 90.04";"Betrieb von Kultur- und Unterhaltungseinrichtungen";"Kultur- und Unterhaltungseinrichtungen"
5;"R90040";"R 90.04-0";"Betrieb von Kultur- und Unterhaltungseinrichtungen";"Kultur- und Unterhaltungseinrichtungen"
2;"R91";"R 91";"Bibliotheken, Archive, Museen, botanische und zoologische Gärten";"Bibliotheken und Museen"
3;"R910";"R 91.0";"Bibliotheken, Archive, Museen, botanische und zoologische Gärten";"Bibliotheken und Museen"
4;"R9101";"R 91.01";"Bibliotheken und Archive";"Bibliotheken und Archive"
5;"R91010";"R 91.01-0";"Bibliotheken und Archive";"Bibliotheken und Archive"
4;"R9102";"R 91.02";"Museen";"Museen"
5;"R91020";"R 91.02-0";"Museen";"Museen"
4;"R9103";"R 91.03";"Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen";"Historische Stätten und Gebäude"
5;"R91030";"R 91.03-0";"Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen";"Historische Stätten und Gebäude"
4;"R9104";"R 91.04";"Botanische und zoologische Gärten sowie Naturparks";"Botanische und zoologische Gärten"
5;"R91040";"R 91.04-0";"Botanische und zoologische Gärten sowie Naturparks";"Botanische und zoologische Gärten"
2;"R92";"R 92";"Spiel-, Wett- und Lotteriewesen";"Spiel-, Wett- und Lotteriewesen"
3;"R920";"R 92.0";"Spiel-, Wett- und Lotteriewesen";"Spiel-, Wett- und Lotteriewesen"
4;"R9200";"R 92.00";"Spiel-, Wett- und Lotteriewesen";"Spiel-, Wett- und Lotteriewesen"
5;"R92001";"R 92.00-1";"Wett-, Toto- und Lotteriewesen";"Spiel-, Wett- und Lotteriewesen"
5;"R92002";"R 92.00-2";"Casinos";"Casinos"
5;"R92003";"R 92.00-3";"Betrieb von Glücksspielautomaten";"Betrieb v. Glücksspielautomaten"
2;"R93";"R 93";"Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung";"Dienstleistungen Sport/Unterhaltung"
3;"R931";"R 93.1";"Erbringung von Dienstleistungen des Sports";"Dienstleistungen des Sports"
4;"R9311";"R 93.11";"Betrieb von Sportanlagen";"Betrieb v. Sportanlagen"
5;"R93111";"R 93.11-1";"Schwimmbäder und Schwimmstadien";"Schwimmbäder und -stadien"
5;"R93119";"R 93.11-9";"Betrieb von sonstigen Sportanlagen";"Sonst. Sportanlagen"
4;"R9312";"R 93.12";"Sportvereine";"Sportvereine"
5;"R93120";"R 93.12-0";"Sportvereine";"Sportvereine"
4;"R9313";"R 93.13";"Fitnesszentren";"Fitnesszentren"
5;"R93130";"R 93.13-0";"Fitnesszentren";"Fitnesszentren"
4;"R9319";"R 93.19";"Erbringung von sonstigen Dienstleistungen des Sports";"Sonst. Dienstleistungen des Sports"
5;"R93190";"R 93.19-0";"Erbringung von sonstigen Dienstleistungen des Sports";"Sonst. Dienstleistungen des Sports"
3;"R932";"R 93.2";"Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung";"Sonst. Unterhaltung und Erholung"
4;"R9321";"R 93.21";"Vergnügungs- und Themenparks";"Vergnügungs- und Themenparks"
5;"R93210";"R 93.21-0";"Vergnügungs- und Themenparks";"Vergnügungs- und Themenparks"
4;"R9329";"R 93.29";"Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g.";"Unterhaltung a.n.g."
5;"R93290";"R 93.29-0";"Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g.";"Unterhaltung a.n.g."
1;"S";"S";"ERBRINGUNG VON SONSTIGEN DIENSTLEISTUNGEN";"Sonst. Dienstleistungen"
2;"S94";"S 94";"Interessenvertretungen sowie kirchliche und sonstige religiöse Vereinigungen (ohne Sozialwesen und Sport)";"Interessenvertretungen und Vereine"
3;"S941";"S 94.1";"Wirtschafts- und Arbeitgeberverbände, Berufsorganisationen";"Wirtschafts- und Arbeitsgeberverbände"
4;"S9411";"S 94.11";"Wirtschafts- und Arbeitgeberverbände";"Wirtschafts- und Arbeitgeberverbände"
5;"S94110";"S 94.11-0";"Wirtschafts- und Arbeitgeberverbände";"Wirtschafts- und Arbeitgeberverbände"
4;"S9412";"S 94.12";"Berufsorganisationen";"Berufsorganisationen"
5;"S94120";"S 94.12-0";"Berufsorganisationen";"Berufsorganisationen"
3;"S942";"S 94.2";"Arbeitnehmervereinigungen";"Arbeitnehmervereinigungen"
4;"S9420";"S 94.20";"Arbeitnehmervereinigungen";"Arbeitnehmervereinigungen"
5;"S94200";"S 94.20-0";"Arbeitnehmervereinigungen";"Arbeitnehmervereinigungen"
3;"S949";"S 94.9";"Kirchliche Vereinigungen; politische Parteien sowie sonstige Interessenvertretungen und Vereinigungen a. n. g.";"Vereine und Interessenvertretungen"
4;"S9491";"S 94.91";"Kirchliche und sonstige religiöse Vereinigungen";"Religiöse Vereinigungen"
5;"S94910";"S 94.91-0";"Kirchliche und sonstige religiöse Vereinigungen";"Religiöse Vereinigungen"
4;"S9492";"S 94.92";"Politische Parteien und Vereinigungen";"Politische Parteien"
5;"S94920";"S 94.92-0";"Politische Parteien und Vereinigungen";"Politische Parteien"
4;"S9499";"S 94.99";"Sonstige Interessenvertretungen und Vereinigungen a. n. g.";"Vereine a.n.g."
5;"S94990";"S 94.99-0";"Sonstige Interessenvertretungen und Vereinigungen a. n. g.";"Vereine a.n.g."
2;"S95";"S 95";"Reparatur von Datenverarbeitungsgeräten und Gebrauchsgütern";"Reparatur v. Gebrauchsgütern"
3;"S951";"S 95.1";"Reparatur von Datenverarbeitungs- und Telekommunikationsgeräten";"Reparatur v. Datenverarbeitungsgeräten"
4;"S9511";"S 95.11";"Reparatur von Datenverarbeitungsgeräten und peripheren Geräten";"Reparatur v. Datenverarbeitungsgeräten"
5;"S95110";"S 95.11-0";"Reparatur von Datenverarbeitungsgeräten und peripheren Geräten";"Reparatur v. Datenverarbeitungsgeräten"
4;"S9512";"S 95.12";"Reparatur von Telekommunikationsgeräten";"Reparatur v. Telekommunikationsgeräten"
5;"S95120";"S 95.12-0";"Reparatur von Telekommunikationsgeräten";"Reparatur v. Telekommunikationsgeräten"
3;"S952";"S 95.2";"Reparatur von Gebrauchsgütern";"Reparatur v. Gebrauchsgütern"
4;"S9521";"S 95.21";"Reparatur von Geräten der Unterhaltungselektronik";"Reparatur v. Unterhaltungselektronik"
5;"S95210";"S 95.21-0";"Reparatur von Geräten der Unterhaltungselektronik";"Reparatur v. Unterhaltungselektronik"
4;"S9522";"S 95.22";"Reparatur von elektrischen Haushaltsgeräten und Gartengeräten";"Reparatur v. elektr. Haushaltsgeräten"
5;"S95220";"S 95.22-0";"Reparatur von elektrischen Haushaltsgeräten und Gartengeräten";"Reparatur v. elektr. Haushaltsgeräten"
4;"S9523";"S 95.23";"Reparatur von Schuhen und Lederwaren";"Reparatur v. Schuhen und Lederwaren"
5;"S95230";"S 95.23-0";"Reparatur von Schuhen und Lederwaren";"Reparatur v. Schuhen und Lederwaren"
4;"S9524";"S 95.24";"Reparatur von Möbeln und Einrichtungsgegenständen";"Reparatur v. Möbeln"
5;"S95240";"S 95.24-0";"Reparatur von Möbeln und Einrichtungsgegenständen";"Reparatur v. Möbeln"
4;"S9525";"S 95.25";"Reparatur von Uhren und Schmuck";"Reparatur v. Uhren und Schmuck"
5;"S95250";"S 95.25-0";"Reparatur von Uhren und Schmuck";"Reparatur v. Uhren und Schmuck"
4;"S9529";"S 95.29";"Reparatur von sonstigen Gebrauchsgütern";"Reparatur v. sonst. Gebrauchsgütern"
5;"S95290";"S 95.29-0";"Reparatur von sonstigen Gebrauchsgütern";"Reparatur v. sonst. Gebrauchsgütern"
2;"S96";"S 96";"Erbringung von sonstigen überwiegend persönlichen Dienstleistungen";"Sonst. Dienstleistungen a.n.g."
3;"S960";"S 96.0";"Erbringung von sonstigen überwiegend persönlichen Dienstleistungen";"Sonst. Dienstleistungen a.n.g."
4;"S9601";"S 96.01";"Wäscherei und chemische Reinigung";"Wäscherei und chem. Reinigung"
5;"S96011";"S 96.01-1";"Wäschereien";"Wäschereien"
5;"S96012";"S 96.01-2";"Chemische Reinigung und Bekleidungsfärberei";"Chem. Reinigung"
4;"S9602";"S 96.02";"Frisör- und Kosmetiksalons";"Frisör- und Kosmetiksalons"
5;"S96021";"S 96.02-1";"Frisörsalons";"Frisörsalons"
5;"S96022";"S 96.02-2";"Kosmetiksalons";"Kosmetiksalons"
5;"S96023";"S 96.02-3";"Fußpflege";"Fußpflege"
4;"S9603";"S 96.03";"Bestattungswesen";"Bestattungswesen"
5;"S96030";"S 96.03-0";"Bestattungswesen";"Bestattungswesen"
4;"S9604";"S 96.04";"Saunas, Solarien, Bäder u. Ä.";"Saunas, Solarien, Bäder u.Ä."
5;"S96041";"S 96.04-1";"Schlankheits- und Massagezentren";"Schlankheits- und Massagezentren"
5;"S96042";"S 96.04-2";"Heil-, Kur- und Thermalbäder";"Heil-, Kur- und Thermalbäder"
5;"S96049";"S 96.04-9";"Solarien, Saunas, Bäder a.n.g";"Solarien, Saunas, Bäder a.n.g."
4;"S9609";"S 96.09";"Erbringung von sonstigen Dienstleistungen a. n. g.";"Sonst. Dienstleistungen a.n.g."
5;"S96090";"S 96.09-0";"Erbringung von sonstigen Dienstleistungen a. n. g.";"Sonst. Dienstleistungen a.n.g."
1;"T";"T";"PRIVATE HAUSHALTE MIT HAUSPERSONAL; HERSTELLUNG VON WAREN UND ERBRINGUNG VON DIENSTLEISTUNGEN DURCH PRIVATE HAUSHALTE FÜR DEN EIGENBEDARF OHNE AUSGEPRÄGTEN SCHWERPUNKT";"Private Haushalte"
2;"T97";"T 97";"Private Haushalte mit Hauspersonal";"Private Haushalte mit Hauspersonal"
3;"T970";"T 97.0";"Private Haushalte mit Hauspersonal";"Private Haushalte mit Hauspersonal"
4;"T9700";"T 97.00";"Private Haushalte mit Hauspersonal";"Private Haushalte mit Hauspersonal"
5;"T97000";"T 97.00-0";"Private Haushalte mit Hauspersonal";"Private Haushalte mit Hauspersonal"
2;"T98";"T 98";"Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";"Waren/Dienstleistungen - Eigenbedarf"
3;"T981";"T 98.1";"Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";"Waren für den Eigenbedarf"
4;"T9810";"T 98.10";"Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";"Waren für den Eigenbedarf"
5;"T98100";"T 98.10-0";"Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";"Waren für den Eigenbedarf"
3;"T982";"T 98.2";"Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";"Dienstleistungen für den Eigenbedarf"
4;"T9820";"T 98.20";"Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";"Dienstleistungen für den Eigenbedarf"
5;"T98200";"T 98.20-0";"Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";"Dienstleistungen für den Eigenbedarf"
1;"U";"U";"EXTERRITORIALE ORGANISATIONEN UND KÖRPERSCHAFTEN";"Exterritoriale Organisationen"
2;"U99";"U 99";"Exterritoriale Organisationen und Körperschaften";"Exterritoriale Organisationen"
3;"U990";"U 99.0";"Exterritoriale Organisationen und Körperschaften";"Exterritoriale Organisationen"
4;"U9900";"U 99.00";"Exterritoriale Organisationen und Körperschaften";"Exterritoriale Organisationen"
5;"U99000";"U 99.00-0";"Exterritoriale Organisationen und Körperschaften";"Exterritoriale Organisationen"
